B[G] theta[rad] chi[rad]
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
20.0 0.7853981633974483 3.5342917352885173
