B[G] theta[rad] chi[rad]
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
30.0 0.39269908169 0.7853981633974483
