sr^-1]
1.58258E-21 1.58260E-21 1.58261E-21 1.58262E-21 1.58262E-21 1.58263E-21 1.58264E-21 1.58264E-21 1.58265E-21 1.58265E-21 1.58265E-21 1.58265E-21 1.58266E-21 1.58266E-21 1.58266E-21 1.58266E-21 1.58266E-21 1.58266E-21 1.58267E-21 1.58267E-21 1.58267E-21 1.58267E-21 1.58267E-21 1.58267E-21 1.58267E-21 1.58267E-21 1.58267E-21 1.58267E-21 1.58267E-21 1.58267E-21 1.58267E-21 1.58267E-21 1.58268E-21 1.58268E-21 1.58268E-21 1.58268E-21 1.58268E-21 1.58268E-21 1.58268E-21 1.58268E-21 1.58268E-21 1.58268E-21 1.58268E-21 1.58268E-21 1.58268E-21 1.58268E-21 1.58268E-21 1.58269E-21 1.58269E-21 1.58269E-21 1.58269E-21 1.58269E-21 1.58269E-21 1.58270E-21 1.58270E-21 1.58270E-21 1.58271E-21 1.58271E-21 1.58271E-21 1.58272E-21 1.58273E-21 1.58273E-21 1.58274E-21 1.58397E-21
1.84688E-21 1.84689E-21 1.84691E-21 1.84692E-21 1.84693E-21 1.84694E-21 1.84694E-21 1.84695E-21 1.84695E-21 1.84696E-21 1.84696E-21 1.84697E-21 1.84697E-21 1.84697E-21 1.84697E-21 1.84698E-21 1.84698E-21 1.84698E-21 1.84698E-21 1.84698E-21 1.84698E-21 1.84698E-21 1.84698E-21 1.84699E-21 1.84699E-21 1.84699E-21 1.84699E-21 1.84699E-21 1.84699E-21 1.84699E-21 1.84699E-21 1.84699E-21 1.84699E-21 1.84699E-21 1.84699E-21 1.84699E-21 1.84699E-21 1.84699E-21 1.84700E-21 1.84700E-21 1.84700E-21 1.84700E-21 1.84700E-21 1.84700E-21 1.84700E-21 1.84700E-21 1.84700E-21 1.84700E-21 1.84701E-21 1.84701E-21 1.84701E-21 1.84701E-21 1.84701E-21 1.84702E-21 1.84702E-21 1.84702E-21 1.84703E-21 1.84703E-21 1.84704E-21 1.84705E-21 1.84706E-21 1.84706E-21 1.84708E-21 1.84860E-21
2.24034E-21 2.24036E-21 2.24037E-21 2.24039E-21 2.24040E-21 2.24041E-21 2.24042E-21 2.24043E-21 2.24043E-21 2.24044E-21 2.24044E-21 2.24045E-21 2.24045E-21 2.24046E-21 2.24046E-21 2.24046E-21 2.24046E-21 2.24047E-21 2.24047E-21 2.24047E-21 2.24047E-21 2.24047E-21 2.24047E-21 2.24047E-21 2.24048E-21 2.24048E-21 2.24048E-21 2.24048E-21 2.24048E-21 2.24048E-21 2.24048E-21 2.24048E-21 2.24048E-21 2.24048E-21 2.24048E-21 2.24049E-21 2.24049E-21 2.24049E-21 2.24049E-21 2.24049E-21 2.24049E-21 2.24049E-21 2.24049E-21 2.24049E-21 2.24049E-21 2.24050E-21 2.24050E-21 2.24050E-21 2.24050E-21 2.24050E-21 2.24051E-21 2.24051E-21 2.24051E-21 2.24052E-21 2.24052E-21 2.24053E-21 2.24053E-21 2.24054E-21 2.24055E-21 2.24056E-21 2.24057E-21 2.24058E-21 2.24059E-21 2.24258E-21
2.84808E-21 2.84811E-21 2.84813E-21 2.84816E-21 2.84817E-21 2.84819E-21 2.84820E-21 2.84821E-21 2.84822E-21 2.84823E-21 2.84824E-21 2.84824E-21 2.84825E-21 2.84825E-21 2.84826E-21 2.84826E-21 2.84826E-21 2.84827E-21 2.84827E-21 2.84827E-21 2.84827E-21 2.84827E-21 2.84828E-21 2.84828E-21 2.84828E-21 2.84828E-21 2.84828E-21 2.84828E-21 2.84829E-21 2.84829E-21 2.84829E-21 2.84829E-21 2.84829E-21 2.84829E-21 2.84829E-21 2.84829E-21 2.84829E-21 2.84830E-21 2.84830E-21 2.84830E-21 2.84830E-21 2.84830E-21 2.84830E-21 2.84830E-21 2.84831E-21 2.84831E-21 2.84831E-21 2.84831E-21 2.84832E-21 2.84832E-21 2.84832E-21 2.84833E-21 2.84833E-21 2.84834E-21 2.84834E-21 2.84835E-21 2.84836E-21 2.84837E-21 2.84838E-21 2.84839E-21 2.84841E-21 2.84842E-21 2.84844E-21 2.85124E-21
3.32186E-21 3.32189E-21 3.32192E-21 3.32195E-21 3.32197E-21 3.32199E-21 3.32200E-21 3.32202E-21 3.32203E-21 3.32204E-21 3.32205E-21 3.32206E-21 3.32206E-21 3.32207E-21 3.32207E-21 3.32208E-21 3.32208E-21 3.32209E-21 3.32209E-21 3.32209E-21 3.32209E-21 3.32210E-21 3.32210E-21 3.32210E-21 3.32210E-21 3.32210E-21 3.32211E-21 3.32211E-21 3.32211E-21 3.32211E-21 3.32211E-21 3.32211E-21 3.32211E-21 3.32212E-21 3.32212E-21 3.32212E-21 3.32212E-21 3.32212E-21 3.32212E-21 3.32213E-21 3.32213E-21 3.32213E-21 3.32213E-21 3.32213E-21 3.32214E-21 3.32214E-21 3.32214E-21 3.32214E-21 3.32215E-21 3.32215E-21 3.32216E-21 3.32216E-21 3.32217E-21 3.32217E-21 3.32218E-21 3.32219E-21 3.32220E-21 3.32221E-21 3.32223E-21 3.32224E-21 3.32226E-21 3.32228E-21 3.32231E-21 3.32577E-21
3.89374E-21 3.89378E-21 3.89382E-21 3.89385E-21 3.89388E-21 3.89390E-21 3.89392E-21 3.89394E-21 3.89395E-21 3.89397E-21 3.89398E-21 3.89399E-21 3.89399E-21 3.89400E-21 3.89401E-21 3.89401E-21 3.89402E-21 3.89402E-21 3.89403E-21 3.89403E-21 3.89403E-21 3.89404E-21 3.89404E-21 3.89404E-21 3.89405E-21 3.89405E-21 3.89405E-21 3.89405E-21 3.89405E-21 3.89406E-21 3.89406E-21 3.89406E-21 3.89406E-21 3.89406E-21 3.89406E-21 3.89407E-21 3.89407E-21 3.89407E-21 3.89407E-21 3.89407E-21 3.89408E-21 3.89408E-21 3.89408E-21 3.89408E-21 3.89409E-21 3.89409E-21 3.89409E-21 3.89410E-21 3.89410E-21 3.89411E-21 3.89411E-21 3.89412E-21 3.89413E-21 3.89414E-21 3.89414E-21 3.89416E-21 3.89417E-21 3.89418E-21 3.89420E-21 3.89422E-21 3.89424E-21 3.89427E-21 3.89430E-21 3.89866E-21
4.70870E-21 4.70876E-21 4.70880E-21 4.70885E-21 4.70888E-21 4.70891E-21 4.70894E-21 4.70896E-21 4.70898E-21 4.70900E-21 4.70901E-21 4.70902E-21 4.70904E-21 4.70905E-21 4.70905E-21 4.70906E-21 4.70907E-21 4.70907E-21 4.70908E-21 4.70908E-21 4.70909E-21 4.70909E-21 4.70910E-21 4.70910E-21 4.70910E-21 4.70911E-21 4.70911E-21 4.70911E-21 4.70911E-21 4.70912E-21 4.70912E-21 4.70912E-21 4.70912E-21 4.70913E-21 4.70913E-21 4.70913E-21 4.70913E-21 4.70913E-21 4.70914E-21 4.70914E-21 4.70914E-21 4.70915E-21 4.70915E-21 4.70915E-21 4.70916E-21 4.70916E-21 4.70917E-21 4.70917E-21 4.70918E-21 4.70918E-21 4.70919E-21 4.70920E-21 4.70921E-21 4.70922E-21 4.70923E-21 4.70925E-21 4.70927E-21 4.70928E-21 4.70931E-21 4.70933E-21 4.70936E-21 4.70940E-21 4.70944E-21 4.71517E-21
5.81731E-21 5.81739E-21 5.81746E-21 5.81751E-21 5.81756E-21 5.81760E-21 5.81764E-21 5.81767E-21 5.81770E-21 5.81772E-21 5.81774E-21 5.81776E-21 5.81777E-21 5.81779E-21 5.81780E-21 5.81781E-21 5.81782E-21 5.81783E-21 5.81783E-21 5.81784E-21 5.81785E-21 5.81785E-21 5.81786E-21 5.81786E-21 5.81786E-21 5.81787E-21 5.81787E-21 5.81788E-21 5.81788E-21 5.81788E-21 5.81789E-21 5.81789E-21 5.81789E-21 5.81790E-21 5.81790E-21 5.81790E-21 5.81791E-21 5.81791E-21 5.81791E-21 5.81792E-21 5.81792E-21 5.81793E-21 5.81793E-21 5.81793E-21 5.81794E-21 5.81795E-21 5.81795E-21 5.81796E-21 5.81797E-21 5.81798E-21 5.81799E-21 5.81800E-21 5.81801E-21 5.81803E-21 5.81804E-21 5.81806E-21 5.81809E-21 5.81811E-21 5.81815E-21 5.81818E-21 5.81822E-21 5.81827E-21 5.81833E-21 5.82620E-21
7.39236E-21 7.39247E-21 7.39256E-21 7.39265E-21 7.39272E-21 7.39278E-21 7.39283E-21 7.39287E-21 7.39291E-21 7.39294E-21 7.39297E-21 7.39300E-21 7.39302E-21 7.39304E-21 7.39305E-21 7.39307E-21 7.39308E-21 7.39309E-21 7.39310E-21 7.39311E-21 7.39312E-21 7.39313E-21 7.39314E-21 7.39314E-21 7.39315E-21 7.39316E-21 7.39316E-21 7.39317E-21 7.39317E-21 7.39318E-21 7.39318E-21 7.39319E-21 7.39319E-21 7.39319E-21 7.39320E-21 7.39320E-21 7.39321E-21 7.39321E-21 7.39322E-21 7.39322E-21 7.39323E-21 7.39324E-21 7.39324E-21 7.39325E-21 7.39326E-21 7.39327E-21 7.39328E-21 7.39329E-21 7.39330E-21 7.39331E-21 7.39333E-21 7.39334E-21 7.39336E-21 7.39338E-21 7.39341E-21 7.39344E-21 7.39347E-21 7.39351E-21 7.39355E-21 7.39360E-21 7.39366E-21 7.39373E-21 7.39382E-21 7.40509E-21
9.40099E-21 9.40115E-21 9.40129E-21 9.40141E-21 9.40151E-21 9.40160E-21 9.40168E-21 9.40174E-21 9.40180E-21 9.40184E-21 9.40188E-21 9.40192E-21 9.40195E-21 9.40198E-21 9.40200E-21 9.40203E-21 9.40204E-21 9.40206E-21 9.40208E-21 9.40209E-21 9.40210E-21 9.40211E-21 9.40212E-21 9.40213E-21 9.40214E-21 9.40215E-21 9.40216E-21 9.40217E-21 9.40217E-21 9.40218E-21 9.40219E-21 9.40219E-21 9.40220E-21 9.40221E-21 9.40221E-21 9.40222E-21 9.40223E-21 9.40224E-21 9.40224E-21 9.40225E-21 9.40226E-21 9.40227E-21 9.40228E-21 9.40229E-21 9.40230E-21 9.40231E-21 9.40233E-21 9.40234E-21 9.40236E-21 9.40238E-21 9.40240E-21 9.40242E-21 9.40245E-21 9.40248E-21 9.40252E-21 9.40256E-21 9.40261E-21 9.40266E-21 9.40273E-21 9.40280E-21 9.40289E-21 9.40299E-21 9.40311E-21 9.41948E-21
