 scatt.  [cm^-1]
 4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15  4.36402E-15 
 4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15  4.53033E-15 
 4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15  4.70329E-15 
 4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15  4.89621E-15 
 5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15  5.26210E-15 
 5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15  5.76104E-15 
 6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15  6.10032E-15 
 6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15  6.53274E-15 
 7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15  7.11819E-15 
 7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91658E-15  7.91657E-15  7.91657E-15 
