cont. therm. emiss. [erg cm^-3 s^-1 Hz^-1 sr^-1]
7.321240000000000011e-22 7.321880000000000127e-22 7.322420000000000048e-22 7.322880000000000190e-22 7.323270000000000290e-22 7.323600000000000085e-22 7.323880000000000253e-22 7.324119999999999591e-22 7.324329999999999718e-22 7.324499999999999954e-22 7.324649999999999775e-22 7.324769999999999445e-22 7.324880000000000317e-22 7.324969999999999833e-22 7.325039999999999875e-22 7.325109999999999917e-22 7.325159999999999544e-22 7.325210000000000112e-22 7.325250000000000002e-22 7.325289999999999891e-22 7.325310000000000306e-22 7.325339999999999518e-22 7.325359999999999933e-22 7.325380000000000348e-22 7.325399999999999823e-22 7.325409999999999560e-22 7.325420000000000238e-22 7.325429999999999975e-22 7.325439999999999713e-22 7.325449999999999450e-22 7.325460000000000128e-22 7.325460000000000128e-22 7.325469999999999865e-22 7.325469999999999865e-22 7.325479999999999602e-22 7.325479999999999602e-22 7.325479999999999602e-22 7.325490000000000280e-22 7.325490000000000280e-22 7.325490000000000280e-22 7.325490000000000280e-22 7.325500000000000017e-22 7.325500000000000017e-22 7.325500000000000017e-22 7.325500000000000017e-22 7.325500000000000017e-22 7.325509999999999755e-22 7.325509999999999755e-22 7.325509999999999755e-22 7.325509999999999755e-22 7.325509999999999755e-22 7.325509999999999755e-22 7.325509999999999755e-22 7.325519999999999492e-22 7.325519999999999492e-22 7.325519999999999492e-22 7.325519999999999492e-22 7.325519999999999492e-22 7.325530000000000170e-22 7.325530000000000170e-22 7.325530000000000170e-22 7.325530000000000170e-22 7.325539999999999907e-22 7.325539999999999907e-22 7.325539999999999907e-22 7.325549999999999644e-22 7.325549999999999644e-22 7.325560000000000322e-22 7.325560000000000322e-22 7.325570000000000059e-22 7.325579999999999797e-22 7.325589999999999534e-22 7.325600000000000212e-22 7.325609999999999949e-22 7.325619999999999686e-22 7.325640000000000101e-22 7.325659999999999576e-22 7.325679999999999991e-22 7.325699999999999466e-22 7.325729999999999618e-22 7.325769999999999508e-22 7.325810000000000338e-22 7.325859999999999965e-22 7.325909999999999592e-22 7.325979999999999634e-22 7.326049999999999676e-22 7.326140000000000133e-22 7.326250000000000065e-22 7.326369999999999734e-22 7.326519999999999555e-22 7.326689999999999792e-22 7.326899999999999918e-22 7.327129999999999519e-22 7.327420000000000365e-22 7.327750000000000160e-22 7.328140000000000260e-22 7.328589999999999724e-22 7.329140000000000323e-22 7.329769999999999761e-22
7.972699999999999978e-22 7.973419999999999873e-22 7.974039999999999573e-22 7.974560000000000020e-22 7.975009999999999484e-22 7.975389999999999847e-22 7.975709999999999905e-22 7.975980000000000336e-22 7.976209999999999936e-22 7.976410000000000325e-22 7.976569999999999884e-22 7.976709999999999968e-22 7.976829999999999637e-22 7.976939999999999569e-22 7.977020000000000289e-22 7.977100000000000068e-22 7.977159999999999432e-22 7.977210000000000000e-22 7.977259999999999627e-22 7.977299999999999516e-22 7.977329999999999669e-22 7.977359999999999821e-22 7.977389999999999973e-22 7.977409999999999448e-22 7.977429999999999863e-22 7.977439999999999600e-22 7.977450000000000278e-22 7.977469999999999753e-22 7.977479999999999490e-22 7.977490000000000168e-22 7.977490000000000168e-22 7.977499999999999905e-22 7.977509999999999642e-22 7.977509999999999642e-22 7.977520000000000320e-22 7.977520000000000320e-22 7.977520000000000320e-22 7.977530000000000058e-22 7.977530000000000058e-22 7.977530000000000058e-22 7.977539999999999795e-22 7.977539999999999795e-22 7.977539999999999795e-22 7.977539999999999795e-22 7.977549999999999532e-22 7.977549999999999532e-22 7.977549999999999532e-22 7.977549999999999532e-22 7.977549999999999532e-22 7.977552107790167122e-22 7.977560000000000210e-22 7.977560000000000210e-22 7.977560000000000210e-22 7.977560000000000210e-22 7.977560000000000210e-22 7.977569999999999947e-22 7.977569999999999947e-22 7.977569999999999947e-22 7.977569999999999947e-22 7.977579999999999685e-22 7.977579999999999685e-22 7.977579999999999685e-22 7.977590000000000362e-22 7.977590000000000362e-22 7.977590000000000362e-22 7.977600000000000100e-22 7.977600000000000100e-22 7.977609999999999837e-22 7.977619999999999574e-22 7.977619999999999574e-22 7.977630000000000252e-22 7.977639999999999989e-22 7.977659999999999464e-22 7.977670000000000142e-22 7.977679999999999879e-22 7.977700000000000294e-22 7.977719999999999769e-22 7.977749999999999921e-22 7.977780000000000073e-22 7.977810000000000226e-22 7.977850000000000115e-22 7.977890000000000005e-22 7.977950000000000310e-22 7.978009999999999674e-22 7.978089999999999453e-22 7.978170000000000173e-22 7.978280000000000105e-22 7.978399999999999774e-22 7.978539999999999858e-22 7.978700000000000357e-22 7.978899999999999806e-22 7.979130000000000347e-22 7.979399999999999837e-22 7.979719999999999895e-22 7.980100000000000258e-22 7.980539999999999985e-22 7.981059999999999491e-22 7.981680000000000132e-22 7.982400000000000027e-22
8.697869999999999080e-22 8.698699999999999847e-22 8.699400000000000267e-22 8.699999999999999553e-22 8.700509999999999322e-22 8.700939999999999311e-22 8.701299999999999259e-22 8.701610000000000520e-22 8.701869999999999333e-22 8.702100000000000814e-22 8.702289999999999585e-22 8.702449999999999144e-22 8.702579999999999491e-22 8.702700000000000100e-22 8.702799999999999354e-22 8.702879999999999133e-22 8.702960000000000794e-22 8.703019999999999217e-22 8.703069999999999785e-22 8.703110000000000615e-22 8.703149999999999564e-22 8.703180000000000657e-22 8.703209999999999869e-22 8.703239999999999081e-22 8.703260000000000436e-22 8.703270000000000174e-22 8.703289999999999648e-22 8.703299999999999386e-22 8.703309999999999123e-22 8.703320000000000741e-22 8.703330000000000478e-22 8.703340000000000216e-22 8.703349999999999953e-22 8.703349999999999953e-22 8.703359999999999690e-22 8.703359999999999690e-22 8.703369999999999428e-22 8.703369999999999428e-22 8.703379999999999165e-22 8.703379999999999165e-22 8.703379999999999165e-22 8.703390000000000783e-22 8.703390000000000783e-22 8.703390000000000783e-22 8.703390000000000783e-22 8.703400000000000520e-22 8.703400000000000520e-22 8.703400000000000520e-22 8.703400000000000520e-22 8.703402107790168110e-22 8.703410000000000258e-22 8.703410000000000258e-22 8.703410000000000258e-22 8.703410000000000258e-22 8.703410000000000258e-22 8.703419999999999995e-22 8.703419999999999995e-22 8.703419999999999995e-22 8.703429999999999732e-22 8.703429999999999732e-22 8.703429999999999732e-22 8.703439999999999470e-22 8.703439999999999470e-22 8.703439999999999470e-22 8.703449999999999207e-22 8.703449999999999207e-22 8.703459999999998944e-22 8.703470000000000562e-22 8.703470000000000562e-22 8.703480000000000300e-22 8.703490000000000037e-22 8.703499999999999774e-22 8.703519999999999249e-22 8.703529999999998986e-22 8.703550000000000342e-22 8.703569999999999816e-22 8.703599999999999028e-22 8.703620000000000384e-22 8.703659999999999333e-22 8.703690000000000426e-22 8.703739999999999113e-22 8.703789999999999680e-22 8.703849999999999985e-22 8.703920000000000027e-22 8.704009999999999543e-22 8.704110000000000678e-22 8.704219999999999670e-22 8.704359999999999754e-22 8.704519999999999312e-22 8.704709999999999964e-22 8.704929999999999827e-22 8.705200000000000258e-22 8.705509999999999638e-22 8.705869999999999586e-22 8.706299999999999575e-22 8.706799999999999607e-22 8.707400000000000774e-22 8.708099999999999313e-22 8.708920000000000343e-22
9.544239999999999646e-22 9.545179999999999404e-22 9.545990000000000697e-22 9.546669999999999762e-22 9.547249999999999573e-22 9.547739999999999867e-22 9.548160000000000120e-22 9.548510000000000330e-22 9.548809999999999973e-22 9.549070000000000666e-22 9.549290000000000530e-22 9.549469999999999563e-22 9.549629999999999122e-22 9.549759999999999469e-22 9.549870000000000341e-22 9.549969999999999595e-22 9.550049999999999374e-22 9.550119999999999416e-22 9.550179999999999721e-22 9.550230000000000288e-22 9.550279999999998975e-22 9.550319999999999805e-22 9.550349999999999017e-22 9.550370000000000372e-22 9.550399999999999584e-22 9.550419999999999059e-22 9.550440000000000414e-22 9.550450000000000152e-22 9.550459999999999889e-22 9.550479999999999364e-22 9.550489999999999101e-22 9.550489999999999101e-22 9.550500000000000719e-22 9.550510000000000456e-22 9.550520000000000194e-22 9.550520000000000194e-22 9.550529999999999931e-22 9.550529999999999931e-22 9.550529999999999931e-22 9.550539999999999668e-22 9.550539999999999668e-22 9.550549999999999406e-22 9.550549999999999406e-22 9.550549999999999406e-22 9.550549999999999406e-22 9.550559999999999143e-22 9.550559999999999143e-22 9.550559999999999143e-22 9.550559999999999143e-22 9.550570000000000761e-22 9.550570000000000761e-22 9.550570000000000761e-22 9.550570000000000761e-22 9.550580000000000498e-22 9.550580000000000498e-22 9.550580000000000498e-22 9.550580000000000498e-22 9.550590000000000236e-22 9.550590000000000236e-22 9.550590000000000236e-22 9.550599999999999973e-22 9.550599999999999973e-22 9.550609999999999710e-22 9.550609999999999710e-22 9.550619999999999448e-22 9.550619999999999448e-22 9.550629999999999185e-22 9.550640000000000803e-22 9.550650000000000541e-22 9.550660000000000278e-22 9.550670000000000015e-22 9.550679999999999752e-22 9.550699999999999227e-22 9.550709999999998964e-22 9.550740000000000057e-22 9.550759999999999532e-22 9.550790000000000625e-22 9.550819999999999837e-22 9.550860000000000667e-22 9.550899999999999616e-22 9.550950000000000183e-22 9.551010000000000488e-22 9.551080000000000530e-22 9.551160000000000309e-22 9.551259999999999563e-22 9.551370000000000436e-22 9.551510000000000520e-22 9.551660000000000341e-22 9.551849999999999112e-22 9.552059999999999238e-22 9.552319999999999931e-22 9.552619999999999574e-22 9.552969999999999785e-22 9.553390000000000037e-22 9.553880000000000331e-22 9.554460000000000142e-22 9.555139999999999207e-22 9.555940000000000762e-22 9.556880000000000521e-22
1.127339999999999955e-21 1.127460000000000000e-21 1.127569999999999932e-21 1.127649999999999899e-21 1.127729999999999867e-21 1.127789999999999983e-21 1.127839999999999986e-21 1.127889999999999990e-21 1.127919999999999954e-21 1.127960000000000032e-21 1.127979999999999882e-21 1.128010000000000035e-21 1.128029999999999886e-21 1.128049999999999924e-21 1.128060000000000038e-21 1.128069999999999963e-21 1.128079999999999889e-21 1.128090000000000002e-21 1.128099999999999928e-21 1.128109999999999853e-21 1.128109999999999853e-21 1.128119999999999966e-21 1.128119999999999966e-21 1.128119999999999966e-21 1.128129999999999892e-21 1.128129999999999892e-21 1.128129999999999892e-21 1.128129999999999892e-21 1.128129999999999892e-21 1.128140000000000005e-21 1.128140000000000005e-21 1.128140000000000005e-21 1.128140000000000005e-21 1.128140000000000005e-21 1.128140000000000005e-21 1.128140000000000005e-21 1.128140000000000005e-21 1.128140000000000005e-21 1.128140000000000005e-21 1.128140000000000005e-21 1.128140000000000005e-21 1.128140000000000005e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128149999999999931e-21 1.128159999999999856e-21 1.128159999999999856e-21 1.128159999999999856e-21 1.128159999999999856e-21 1.128159999999999856e-21 1.128159999999999856e-21 1.128159999999999856e-21 1.128169999999999970e-21 1.128169999999999970e-21 1.128169999999999970e-21 1.128179999999999895e-21 1.128179999999999895e-21 1.128179999999999895e-21 1.128190000000000009e-21 1.128199999999999934e-21 1.128199999999999934e-21 1.128209999999999859e-21 1.128219999999999973e-21 1.128240000000000012e-21 1.128249999999999937e-21 1.128269999999999976e-21 1.128290000000000015e-21 1.128309999999999866e-21 1.128340000000000018e-21 1.128369999999999982e-21 1.128409999999999872e-21 1.128449999999999950e-21 1.128509999999999878e-21 1.128569999999999995e-21 1.128640000000000037e-21 1.128729999999999930e-21 1.128829999999999936e-21 1.128949999999999981e-21
1.388219999999999877e-21 1.388380000000000000e-21 1.388519999999999896e-21 1.388639999999999942e-21 1.388739999999999948e-21 1.388819999999999915e-21 1.388889999999999957e-21 1.388949999999999886e-21 1.388999999999999889e-21 1.389049999999999892e-21 1.389079999999999857e-21 1.389110000000000009e-21 1.389139999999999973e-21 1.389160000000000012e-21 1.389179999999999863e-21 1.389199999999999902e-21 1.389210000000000015e-21 1.389229999999999866e-21 1.389239999999999979e-21 1.389239999999999979e-21 1.389249999999999905e-21 1.389260000000000018e-21 1.389260000000000018e-21 1.389269999999999944e-21 1.389269999999999944e-21 1.389279999999999869e-21 1.389279999999999869e-21 1.389279999999999869e-21 1.389279999999999869e-21 1.389289999999999983e-21 1.389289999999999983e-21 1.389289999999999983e-21 1.389289999999999983e-21 1.389289999999999983e-21 1.389289999999999983e-21 1.389289999999999983e-21 1.389289999999999983e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389299999999999908e-21 1.389310000000000022e-21 1.389310000000000022e-21 1.389310000000000022e-21 1.389310000000000022e-21 1.389310000000000022e-21 1.389310000000000022e-21 1.389310000000000022e-21 1.389310000000000022e-21 1.389310000000000022e-21 1.389310000000000022e-21 1.389310000000000022e-21 1.389319999999999947e-21 1.389319999999999947e-21 1.389319999999999947e-21 1.389319999999999947e-21 1.389319999999999947e-21 1.389329999999999872e-21 1.389329999999999872e-21 1.389329999999999872e-21 1.389339999999999986e-21 1.389339999999999986e-21 1.389349999999999911e-21 1.389360000000000025e-21 1.389369999999999950e-21 1.389379999999999875e-21 1.389389999999999989e-21 1.389399999999999914e-21 1.389419999999999953e-21 1.389439999999999992e-21 1.389459999999999843e-21 1.389489999999999995e-21 1.389519999999999960e-21 1.389559999999999849e-21 1.389599999999999927e-21 1.389649999999999930e-21 1.389709999999999859e-21 1.389779999999999901e-21 1.389869999999999982e-21 1.389969999999999988e-21 1.390079999999999920e-21 1.390220000000000004e-21 1.390379999999999939e-21
1.581379999999999990e-21 1.581569999999999889e-21 1.581739999999999938e-21 1.581879999999999834e-21 1.581999999999999879e-21 1.582099999999999885e-21 1.582179999999999853e-21 1.582249999999999895e-21 1.582319999999999937e-21 1.582369999999999940e-21 1.582410000000000018e-21 1.582449999999999907e-21 1.582479999999999872e-21 1.582509999999999836e-21 1.582529999999999875e-21 1.582549999999999914e-21 1.582569999999999953e-21 1.582579999999999878e-21 1.582599999999999917e-21 1.582609999999999842e-21 1.582619999999999956e-21 1.582619999999999956e-21 1.582629999999999881e-21 1.582639999999999995e-21 1.582639999999999995e-21 1.582649999999999920e-21 1.582649999999999920e-21 1.582649999999999920e-21 1.582649999999999920e-21 1.582659999999999845e-21 1.582659999999999845e-21 1.582659999999999845e-21 1.582659999999999845e-21 1.582659999999999845e-21 1.582659999999999845e-21 1.582669999999999959e-21 1.582669999999999959e-21 1.582669999999999959e-21 1.582669999999999959e-21 1.582669999999999959e-21 1.582669999999999959e-21 1.582669999999999959e-21 1.582669999999999959e-21 1.582669999999999959e-21 1.582669999999999959e-21 1.582669999999999959e-21 1.582669999999999959e-21 1.582669999999999959e-21 1.582669999999999959e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582679999999999884e-21 1.582689999999999998e-21 1.582689999999999998e-21 1.582689999999999998e-21 1.582689999999999998e-21 1.582689999999999998e-21 1.582689999999999998e-21 1.582699999999999923e-21 1.582699999999999923e-21 1.582699999999999923e-21 1.582709999999999849e-21 1.582709999999999849e-21 1.582709999999999849e-21 1.582719999999999962e-21 1.582729999999999888e-21 1.582729999999999888e-21 1.582740000000000001e-21 1.582749999999999926e-21 1.582769999999999965e-21 1.582779999999999891e-21 1.582799999999999930e-21 1.582819999999999968e-21 1.582840000000000007e-21 1.582869999999999972e-21 1.582899999999999936e-21 1.582940000000000014e-21 1.582979999999999903e-21 1.583029999999999906e-21 1.583099999999999949e-21 1.583169999999999991e-21 1.583249999999999958e-21 1.583349999999999964e-21 1.583470000000000010e-21 1.583609999999999906e-21 1.583779999999999954e-21 1.583969999999999853e-21
1.845379999999999960e-21 1.845620000000000050e-21 1.845829999999999800e-21 1.845999999999999848e-21 1.846150000000000046e-21 1.846269999999999903e-21 1.846380000000000023e-21 1.846469999999999916e-21 1.846550000000000071e-21 1.846610000000000000e-21 1.846669999999999929e-21 1.846710000000000006e-21 1.846750000000000084e-21 1.846789999999999786e-21 1.846819999999999750e-21 1.846839999999999977e-21 1.846859999999999828e-21 1.846880000000000055e-21 1.846889999999999792e-21 1.846910000000000019e-21 1.846919999999999756e-21 1.846929999999999870e-21 1.846939999999999983e-21 1.846939999999999983e-21 1.846950000000000097e-21 1.846950000000000097e-21 1.846959999999999834e-21 1.846959999999999834e-21 1.846969999999999948e-21 1.846969999999999948e-21 1.846969999999999948e-21 1.846969999999999948e-21 1.846980000000000061e-21 1.846980000000000061e-21 1.846980000000000061e-21 1.846980000000000061e-21 1.846980000000000061e-21 1.846980000000000061e-21 1.846980000000000061e-21 1.846980000000000061e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846989999999999798e-21 1.846999999999999912e-21 1.846999999999999912e-21 1.846999999999999912e-21 1.846999999999999912e-21 1.846999999999999912e-21 1.846999999999999912e-21 1.846999999999999912e-21 1.846999999999999912e-21 1.846999999999999912e-21 1.846999999999999912e-21 1.847010000000000025e-21 1.847010000000000025e-21 1.847010000000000025e-21 1.847010000000000025e-21 1.847010000000000025e-21 1.847019999999999763e-21 1.847019999999999763e-21 1.847019999999999763e-21 1.847029999999999876e-21 1.847029999999999876e-21 1.847039999999999990e-21 1.847049999999999727e-21 1.847059999999999840e-21 1.847059999999999840e-21 1.847080000000000067e-21 1.847089999999999805e-21 1.847099999999999918e-21 1.847119999999999769e-21 1.847139999999999996e-21 1.847169999999999960e-21 1.847199999999999924e-21 1.847229999999999889e-21 1.847269999999999966e-21 1.847319999999999782e-21 1.847369999999999973e-21 1.847440000000000015e-21 1.847510000000000057e-21 1.847599999999999950e-21 1.847710000000000070e-21 1.847829999999999927e-21 1.847979999999999748e-21 1.848149999999999796e-21 1.848359999999999923e-21 1.848600000000000013e-21
2.238380000000000006e-21 2.238689999999999763e-21 2.238959999999999817e-21 2.239189999999999794e-21 2.239380000000000070e-21 2.239540000000000005e-21 2.239679999999999712e-21 2.239799999999999946e-21 2.239899999999999952e-21 2.239979999999999731e-21 2.240059999999999887e-21 2.240119999999999816e-21 2.240170000000000007e-21 2.240209999999999708e-21 2.240249999999999786e-21 2.240279999999999750e-21 2.240309999999999715e-21 2.240340000000000055e-21 2.240359999999999906e-21 2.240370000000000019e-21 2.240389999999999870e-21 2.240399999999999984e-21 2.240409999999999721e-21 2.240419999999999835e-21 2.240429999999999948e-21 2.240429999999999948e-21 2.240440000000000061e-21 2.240440000000000061e-21 2.240449999999999799e-21 2.240449999999999799e-21 2.240459999999999912e-21 2.240459999999999912e-21 2.240459999999999912e-21 2.240459999999999912e-21 2.240470000000000026e-21 2.240470000000000026e-21 2.240470000000000026e-21 2.240470000000000026e-21 2.240470000000000026e-21 2.240470000000000026e-21 2.240470000000000026e-21 2.240479999999999763e-21 2.240479999999999763e-21 2.240479999999999763e-21 2.240479999999999763e-21 2.240479999999999763e-21 2.240479999999999763e-21 2.240479999999999763e-21 2.240479999999999763e-21 2.240479999999999763e-21 2.240479999999999763e-21 2.240479999999999763e-21 2.240489999999999877e-21 2.240489999999999877e-21 2.240489999999999877e-21 2.240489999999999877e-21 2.240489999999999877e-21 2.240489999999999877e-21 2.240489999999999877e-21 2.240489999999999877e-21 2.240489999999999877e-21 2.240489999999999877e-21 2.240499999999999990e-21 2.240499999999999990e-21 2.240499999999999990e-21 2.240499999999999990e-21 2.240499999999999990e-21 2.240509999999999727e-21 2.240509999999999727e-21 2.240509999999999727e-21 2.240519999999999841e-21 2.240519999999999841e-21 2.240529999999999954e-21 2.240529999999999954e-21 2.240540000000000068e-21 2.240549999999999805e-21 2.240559999999999919e-21 2.240570000000000032e-21 2.240579999999999769e-21 2.240589999999999883e-21 2.240609999999999734e-21 2.240629999999999961e-21 2.240649999999999811e-21 2.240679999999999776e-21 2.240709999999999740e-21 2.240749999999999818e-21 2.240800000000000009e-21 2.240849999999999824e-21 2.240909999999999753e-21 2.240979999999999795e-21 2.241070000000000064e-21 2.241170000000000070e-21 2.241279999999999814e-21 2.241419999999999898e-21 2.241589999999999946e-21 2.241779999999999845e-21 2.241999999999999709e-21 2.242269999999999764e-21 2.242579999999999896e-21
2.845339999999999978e-21 2.845779999999999704e-21 2.846149999999999766e-21 2.846470000000000011e-21 2.846739999999999690e-21 2.846970000000000043e-21 2.847169999999999680e-21 2.847329999999999991e-21 2.847469999999999699e-21 2.847589999999999932e-21 2.847689999999999938e-21 2.847779999999999831e-21 2.847849999999999873e-21 2.847909999999999802e-21 2.847969999999999730e-21 2.848009999999999808e-21 2.848049999999999886e-21 2.848079999999999850e-21 2.848109999999999814e-21 2.848130000000000041e-21 2.848160000000000006e-21 2.848169999999999743e-21 2.848189999999999970e-21 2.848199999999999707e-21 2.848209999999999821e-21 2.848219999999999934e-21 2.848230000000000048e-21 2.848239999999999785e-21 2.848239999999999785e-21 2.848249999999999898e-21 2.848249999999999898e-21 2.848260000000000012e-21 2.848260000000000012e-21 2.848260000000000012e-21 2.848269999999999749e-21 2.848269999999999749e-21 2.848269999999999749e-21 2.848269999999999749e-21 2.848269999999999749e-21 2.848279999999999863e-21 2.848279999999999863e-21 2.848279999999999863e-21 2.848279999999999863e-21 2.848279999999999863e-21 2.848279999999999863e-21 2.848289999999999976e-21 2.848289999999999976e-21 2.848289999999999976e-21 2.848289999999999976e-21 2.848289999999999976e-21 2.848289999999999976e-21 2.848289999999999976e-21 2.848289999999999976e-21 2.848289999999999976e-21 2.848299999999999714e-21 2.848299999999999714e-21 2.848299999999999714e-21 2.848299999999999714e-21 2.848299999999999714e-21 2.848299999999999714e-21 2.848299999999999714e-21 2.848309999999999827e-21 2.848309999999999827e-21 2.848309999999999827e-21 2.848309999999999827e-21 2.848319999999999940e-21 2.848319999999999940e-21 2.848319999999999940e-21 2.848329999999999678e-21 2.848329999999999678e-21 2.848339999999999791e-21 2.848339999999999791e-21 2.848349999999999905e-21 2.848360000000000018e-21 2.848369999999999756e-21 2.848379999999999869e-21 2.848389999999999983e-21 2.848409999999999833e-21 2.848419999999999947e-21 2.848439999999999798e-21 2.848469999999999762e-21 2.848499999999999726e-21 2.848529999999999690e-21 2.848569999999999768e-21 2.848609999999999846e-21 2.848669999999999775e-21 2.848729999999999703e-21 2.848799999999999745e-21 2.848890000000000014e-21 2.848990000000000021e-21 2.849109999999999878e-21 2.849249999999999962e-21 2.849409999999999897e-21 2.849609999999999909e-21 2.849839999999999886e-21 2.850109999999999941e-21 2.850419999999999697e-21 2.850799999999999872e-21 2.851239999999999975e-21
